19	12	9	28	25
18	4	30	23	21
11	8	25	15	24
21	30	26	20	8
4	4	27	6	4
17	7	9	18	16
2	30	27	19	26
22	29	28	10	3
30	12	6	4	5
22	3	13	9	2
20	23	22	29	13
21	20	25	18	9
11	12	26	18	22
2	6	19	19	20
28	28	28	2	8
16	12	21	8	21
9	14	11	15	12
10	27	21	11	29
14	7	23	7	13
8	12	2	10	20
12	27	8	14	8
25	6	27	17	18
26	26	3	8	11
4	6	10	12	25
9	22	18	16	29
14	16	11	28	26
12	29	10	11	10
11	18	23	5	27
7	5	10	25	11
10	20	27	10	16
23	30	3	12	28
27	7	21	3	26
1	17	23	6	29
4	24	30	6	30
20	8	1	14	21
14	18	14	20	3
7	20	6	28	21
9	24	4	2	20
7	15	18	2	21
8	4	8	22	20
23	9	23	16	30
2	15	30	30	22
29	7	8	19	27
25	3	18	4	7
7	7	8	5	12
19	29	8	15	5
11	2	9	8	18
27	30	24	17	6
26	28	9	4	17
3	10	21	5	15
16	7	24	4	7
7	3	26	17	29
19	5	30	7	19
18	1	19	21	19
20	25	3	6	9
30	23	2	26	30
2	3	27	23	15
26	13	2	13	2
7	23	8	18	8
25	8	3	2	23
7	30	4	21	7
24	23	1	29	17
2	30	2	17	1
19	22	27	18	11
30	16	7	29	17
3	11	19	16	21
5	12	26	21	16
13	30	29	20	2
1	13	27	8	7
2	17	3	6	9
6	7	17	13	14
8	14	26	25	17
12	16	18	28	6
26	5	19	7	21
24	13	1	25	21
20	5	27	16	28
5	11	20	4	7
15	16	11	22	25
18	12	6	21	29
17	22	24	11	26
1	12	30	29	9
19	29	16	14	1
30	22	12	20	2
27	9	19	3	30
14	18	5	3	21
15	4	12	30	9
16	28	28	24	9
21	29	29	13	4
16	27	5	5	14
28	10	9	12	8
14	29	27	27	29
8	30	7	16	22
29	27	6	7	11
21	4	20	3	10
18	12	10	5	12
26	25	16	22	30
18	14	5	11	2
4	30	6	1	27
5	3	15	7	16
19	21	1	15	22
1	9	2	13	18
12	13	10	6	10
4	29	25	6	20
3	6	24	5	29
27	6	10	10	8
10	16	18	20	4
21	23	28	19	18
8	6	9	7	8
8	4	2	6	8
17	24	22	21	22
9	7	19	11	5
2	26	26	20	20
28	18	28	10	19
2	21	25	4	2
20	20	16	18	25
16	23	26	18	15
23	10	18	25	21
8	12	20	22	17
24	22	16	1	23
9	5	20	11	26
25	28	11	21	30
11	16	29	25	2
11	3	27	26	17
25	11	4	28	17
5	26	10	11	11
20	7	12	21	22
5	25	12	5	3
17	24	12	30	28
28	20	6	28	4
25	24	3	17	27
20	15	20	7	29
22	3	27	22	7
2	27	18	18	25
1	28	14	15	13
1	18	11	26	28
5	13	8	5	18
10	5	11	6	21
20	10	5	15	27
5	3	4	6	3
15	25	12	23	15
18	10	19	28	16
28	4	29	1	10
6	26	18	2	28
24	20	8	25	21
21	14	5	18	21
24	19	8	4	18
1	22	30	3	20
5	7	18	8	15
4	26	19	6	6
25	9	27	27	15
28	8	13	6	8
6	9	28	9	22
11	14	15	6	17
8	5	9	18	2
3	8	27	16	22
5	16	24	29	28
29	7	1	10	3
11	13	9	19	21
24	9	15	20	28
27	5	19	3	25
30	11	9	2	22
10	18	16	3	5
16	17	25	7	19
30	12	10	19	29
28	7	4	1	14
3	18	25	11	22
10	21	9	21	22
3	21	8	18	21
13	19	5	23	29
8	11	10	15	19
15	2	28	22	5
6	20	17	4	5
11	28	12	11	26
12	11	6	17	4
4	19	8	5	25
12	17	22	12	5
17	25	22	8	29
5	22	10	13	7
6	11	4	16	21
2	9	22	26	23
21	20	25	21	27
21	30	8	7	17
29	28	27	23	28
18	21	19	3	3
29	4	20	12	12
8	9	5	27	10
20	24	30	7	28
17	26	19	21	2
16	4	7	7	21
15	1	25	30	15
14	23	7	8	30
2	24	4	4	11
13	17	18	18	28
10	25	29	19	20
19	17	27	10	4
28	14	3	29	4
19	2	19	12	3
1	9	18	28	18
23	29	17	29	10
12	25	21	19	14
10	15	4	25	12
20	25	24	2	12
26	24	27	3	5
29	3	4	23	25
8	20	28	12	9
24	15	18	30	17
22	12	9	9	26
6	21	13	23	17
29	22	23	14	8
23	1	27	19	5
8	20	1	26	17
27	11	27	26	9
27	3	24	11	14
6	20	7	8	20
2	9	25	16	4
20	9	2	10	11
8	21	4	7	9
9	3	12	14	29
18	8	12	20	28
6	24	5	19	21
1	9	17	22	5
6	21	27	24	7
4	21	23	18	16
2	9	10	20	15
8	26	30	25	27
15	6	21	1	9
5	6	8	7	8
26	11	4	15	10
22	6	7	18	29
4	28	8	16	17
6	27	14	16	13
26	20	13	13	2
20	11	28	26	23
27	17	24	28	30
29	7	24	13	21
7	1	13	16	27
30	25	8	16	9
7	8	19	6	26
11	3	4	10	1
26	24	28	3	26
5	8	7	23	19
10	1	30	27	9
18	14	20	18	15
15	15	17	27	3
6	7	14	18	17
20	11	30	27	1
9	15	18	1	2
17	29	13	4	4
1	17	28	10	12
23	23	3	3	1
28	7	17	8	17
28	21	28	15	1
10	15	26	28	18
24	9	14	8	25
16	25	12	18	26
12	20	15	6	21
10	20	21	1	26
28	14	27	25	5
11	30	18	11	10
30	9	10	19	4
13	7	1	6	21
26	17	2	23	24
9	28	1	1	24
2	22	23	16	4
28	20	5	29	23
25	28	20	23	13
2	13	15	17	14
5	24	10	5	17
19	17	14	2	16
28	20	19	13	28
26	2	1	8	29
28	22	15	22	11
12	17	26	17	4
29	17	27	26	27
13	2	1	19	20
1	17	11	7	19
3	5	23	7	9
8	4	6	16	26
22	8	3	3	30
13	18	15	4	22
29	5	15	14	5
17	1	6	5	10
18	23	24	27	5
12	9	20	24	8
11	23	12	29	12
27	8	6	26	17
17	4	23	16	14
9	14	30	23	22
21	21	4	22	29
30	24	9	19	27
13	25	21	19	15
23	2	30	23	29
27	27	14	15	21
28	28	10	24	20
22	4	28	6	15
24	2	26	1	4
20	19	15	15	12
28	22	10	20	18
14	4	13	9	13
21	30	9	1	17
14	19	17	9	28
16	1	2	13	28
10	6	8	3	11
1	30	11	5	8
24	26	30	20	5
27	10	22	9	1
8	2	22	10	28
10	9	7	28	10
3	18	4	9	29
24	24	9	26	4
3	12	12	15	4
29	9	9	8	4
17	24	23	29	8
15	26	22	5	22
25	27	12	1	19
4	7	1	7	13
1	7	5	3	18
9	22	1	1	18
22	20	22	30	19
13	21	27	28	2
16	18	25	8	29
2	2	16	17	22
8	5	23	21	28
8	28	17	10	8
29	28	19	21	12
17	17	5	6	14
29	21	14	23	27
3	22	18	1	27
21	18	27	25	27
13	9	14	21	7
29	24	2	10	29
17	3	13	17	25
13	7	21	30	8
17	18	8	14	17
13	9	18	6	23
6	19	3	14	11
30	13	12	22	12
18	27	27	26	26
20	17	12	14	14
13	20	20	5	3
18	21	1	17	9
1	16	12	3	21
25	17	23	3	30
8	25	4	22	7
26	4	23	3	17
3	25	24	26	16
4	25	6	14	21
7	18	30	21	1
5	17	24	5	6
18	12	30	12	26
7	15	4	10	17
6	17	22	24	24
30	20	28	30	27
6	24	8	25	15
26	9	27	20	28
21	25	18	25	10
6	18	2	8	11
1	16	13	24	24
17	8	6	2	8
9	18	2	2	28
29	30	26	2	30
20	17	6	2	2
28	12	19	18	27
27	19	5	11	11
1	13	25	9	17
3	23	26	6	27
22	21	13	6	22
19	9	17	9	26
2	19	23	3	22
28	20	9	16	8
27	28	25	7	1
23	24	9	6	5
26	6	13	27	20
22	11	27	20	3
3	5	30	11	17
29	6	23	29	12
13	10	2	6	24
1	2	17	1	21
9	22	1	22	6
11	5	21	1	9
24	23	28	20	30
4	27	16	7	16
17	9	11	23	16
13	22	26	30	24
6	17	16	7	13
17	30	7	5	25
18	17	20	19	17
12	30	7	18	18
1	25	18	13	4
21	7	5	24	11
7	16	17	25	27
24	25	19	17	7
26	18	22	4	2
4	8	6	4	5
21	4	20	30	4
22	5	20	13	16
21	27	13	9	15
23	6	24	23	3
29	9	11	23	7
10	9	4	29	9
21	1	8	3	29
4	8	30	18	8
8	15	22	25	30
13	13	27	17	30
21	25	16	24	22
10	6	7	29	17
8	30	17	21	24
22	29	19	15	15
15	17	24	8	26
25	17	21	3	21
20	27	25	5	18
18	1	2	11	2
5	1	3	23	22
21	19	9	6	17
29	30	28	21	5
1	20	9	8	6
4	3	15	10	16
13	25	30	24	4
23	17	29	29	21
12	14	4	30	7
29	30	7	25	28
20	9	3	26	3
3	18	5	9	29
1	4	26	15	26
4	14	3	17	26
4	25	13	29	23
28	29	1	4	4
29	28	14	30	8
11	2	7	17	14
11	15	20	2	22
8	22	29	10	26
9	14	25	25	16
1	3	28	25	8
17	23	8	12	18
2	15	1	28	1
12	27	23	30	11
9	8	13	14	28
21	17	14	11	25
3	16	21	2	19
18	19	16	14	26
13	14	22	23	26
5	22	15	28	24
20	11	4	30	24
24	5	14	24	20
28	21	11	4	28
16	9	19	5	12
29	29	19	13	7
30	6	18	7	28
16	12	10	11	19
20	20	29	3	16
28	1	3	15	4
14	4	2	17	17
13	14	30	18	12
8	22	10	18	17
30	21	30	29	27
22	8	14	30	9
27	30	24	27	9
28	2	15	28	23
13	27	26	1	15
27	24	8	6	15
3	26	4	18	9
17	26	8	16	22
20	27	23	23	12
23	24	24	14	30
23	26	6	21	2
21	11	27	29	18
8	16	18	20	18
25	7	11	10	30
22	2	8	7	7
6	17	29	1	28
9	28	6	16	4
10	14	18	2	27
28	6	27	21	9
5	29	13	28	18
16	6	25	2	4
25	6	3	4	3
8	20	19	26	20
10	10	23	6	18
8	23	1	7	4
7	19	30	2	11
26	26	25	14	2
19	30	27	9	10
25	29	13	4	11
25	11	19	3	5
3	1	8	29	17
15	21	27	7	4
19	18	21	13	15
17	18	13	1	7
14	21	17	2	4
6	3	17	13	27
8	8	11	21	17
3	23	20	4	22
1	30	5	17	4
14	29	24	19	14
19	17	10	19	16
22	15	2	30	1
24	20	11	20	23
13	13	8	2	19
27	25	20	26	12
19	26	26	23	23
21	25	16	4	29
16	9	5	9	3
8	28	23	11	19
8	4	17	13	6
23	5	25	5	15
19	25	13	16	13
18	28	27	29	6
26	10	15	22	1
29	9	16	5	9
19	10	2	6	10
9	16	6	18	25
25	2	9	21	29
30	22	24	23	6
3	7	18	1	24
26	14	7	9	17
3	29	15	19	19
8	1	16	18	27
25	2	7	2	30
10	9	16	15	11
6	21	25	3	1
4	12	20	12	20
8	7	15	14	27
14	25	24	1	11
8	18	24	6	3
2	24	21	7	3
12	6	30	24	8
30	23	2	6	21
26	28	15	19	9
14	27	25	6	27
15	23	10	25	29
9	16	27	23	16
17	23	23	14	17
10	10	1	2	30
16	21	2	15	30
2	19	24	9	7
21	16	6	11	29
2	9	21	4	16
8	27	22	17	8
18	5	15	7	26
19	6	27	2	11
17	21	18	7	7
24	30	17	10	12
4	2	18	6	4
11	16	30	9	23
2	22	20	13	10
21	24	26	6	26
1	5	7	10	14
21	28	27	23	6
21	21	4	4	16
29	11	25	23	3
15	1	9	22	24
14	6	24	5	13
16	9	4	18	4
2	10	6	20	23
8	18	23	6	12
28	10	17	18	17
7	7	11	3	10
2	25	10	3	14
1	26	14	1	30
5	20	24	21	18
17	28	24	26	17
25	14	4	10	10
29	30	4	8	16
21	25	7	28	24
27	15	28	5	27
3	15	13	9	1
18	2	27	6	25
22	30	29	29	4
30	14	17	12	4
2	22	15	29	16
11	29	9	17	9
11	7	24	6	10
3	24	18	7	27
29	21	27	16	3
7	19	15	30	23
16	12	22	15	9
28	3	23	28	28
3	17	3	2	20
14	3	25	24	16
9	23	7	9	28
5	16	24	6	29
22	5	21	15	25
7	7	3	29	21
5	13	14	9	7
2	14	24	3	24
23	25	19	20	27
13	11	28	22	10
25	23	21	14	13
17	18	16	6	17
5	27	4	30	20
8	25	6	18	3
23	17	15	14	14
5	20	29	7	22
29	13	25	12	7
24	10	17	24	11
29	9	6	12	15
7	27	27	20	27
24	25	15	3	11
6	20	29	13	9
3	8	12	6	27
16	12	9	1	10
7	15	22	30	22
12	26	3	21	3
13	2	15	15	11
15	9	6	1	4
17	17	17	26	16
20	28	13	19	17
25	6	26	8	9
25	2	16	21	17
27	9	27	26	5
4	1	23	9	29
29	20	11	19	1
6	29	7	27	13
6	24	16	18	10
5	3	13	20	2
4	7	26	16	7
7	8	2	19	30
23	15	9	27	26
3	9	26	26	30
10	1	12	23	18
3	10	27	5	22
12	22	29	13	29
27	29	27	11	18
24	7	26	24	17
2	1	13	4	17
29	7	20	18	2
5	20	26	6	15
11	27	28	19	20
14	23	23	16	19
29	23	9	27	5
4	15	2	30	20
19	29	14	10	13
15	13	4	2	11
13	27	2	12	11
3	30	4	4	29
22	4	28	19	16
2	18	8	25	7
15	18	18	22	15
4	21	20	4	1
8	11	11	22	25
28	25	12	28	11
22	8	17	13	21
24	5	28	3	21
28	28	17	29	19
5	7	18	25	16
16	18	26	27	1
4	4	24	24	15
21	15	20	28	11
26	6	30	24	19
12	30	19	30	6
19	25	26	10	10
5	27	12	29	17
1	12	16	13	30
12	13	9	18	1
9	21	17	11	26
24	14	17	21	19
21	6	21	16	3
20	10	11	18	6
24	26	19	17	19
2	21	24	8	6
18	18	22	6	10
4	29	29	11	15
28	13	11	9	11
11	14	12	24	12
24	9	21	25	20
13	6	4	21	15
12	7	25	25	9
13	16	26	18	22
21	21	1	17	26
1	10	30	16	12
20	12	30	4	25
11	15	8	30	16
12	27	19	6	23
16	29	9	19	28
12	20	15	22	23
29	27	22	30	27
13	27	19	9	11
13	30	20	19	6
19	29	11	22	13
9	24	20	2	17
21	2	27	6	27
2	13	8	22	12
14	2	5	9	8
14	5	17	17	19
7	22	18	8	21
3	4	25	11	15
11	6	20	8	6
9	17	24	12	6
10	26	23	26	4
8	28	30	16	25
27	1	30	11	1
11	22	14	2	25
30	23	30	15	17
23	8	14	11	18
16	29	20	17	25
23	25	26	17	11
21	24	29	9	7
9	10	21	25	4
18	13	30	9	15
18	4	26	25	20
18	23	24	22	12
3	28	5	15	16
11	11	7	18	2
14	1	7	8	10
30	26	4	17	29
9	13	17	6	30
12	3	2	25	24
29	12	30	8	5
16	12	7	16	24
5	27	18	7	19
17	17	1	9	20
3	4	10	29	17
27	29	1	2	26
16	10	19	14	24
4	7	12	3	3
28	20	25	9	13
1	2	1	9	7
26	9	16	7	4
28	22	26	17	6
10	12	15	11	8
18	8	7	12	9
20	7	12	20	22
18	17	6	29	28
15	5	6	1	7
1	24	27	1	4
23	20	27	7	6
29	15	16	1	24
11	3	29	9	22
6	18	23	17	19
9	3	16	22	8
4	7	13	12	19
11	28	19	27	8
9	5	12	27	7
29	12	9	26	7
13	26	24	2	27
